tracfoil
   1.0000000    0.0004750
   0.9967209    0.0022666
   0.9911917    0.0041292
   0.9832928    0.0063329
   0.9730138    0.0083578
   0.9604049    0.0107938
   0.9455162    0.0134309
   0.9283975    0.0162890
   0.9091190    0.0193282
   0.8877805    0.0225283
   0.8644821    0.0259094
   0.8393438    0.0295113
   0.8124757    0.0333441
   0.7840476    0.0373376
   0.7541996    0.0415717
   0.7231017    0.0459265
   0.6909238    0.0504318
   0.6578460    0.0550575
   0.6240383    0.0597736
   0.5897305    0.0645799
   0.5550929    0.0694663
   0.5203452    0.0744028
   0.4856676    0.0793293
   0.4512799    0.0842456
   0.4173922    0.0890717
   0.3842044    0.0937575
   0.3519366    0.0982328
   0.3207886    0.1024276
   0.2909804    0.1062618
   0.2627420    0.1096352
   0.2363233    0.1124077
   0.2120143    0.1143293
   0.1901245    0.1147697
   0.1698336    0.1128893
   0.1502718    0.1090686
   0.1315595    0.1042375
   0.1137967    0.0984459
   0.0970736    0.0917639
   0.0814700    0.0843113
   0.0670363    0.0763481
   0.0538823    0.0680044
   0.0420383    0.0595100
   0.0315641    0.0506650
   0.0225097    0.0415893
   0.0149155    0.0327429
   0.0088316    0.0243658
   0.0042877    0.0162880
   0.0013142    0.0087794
   0.0003421    0.0044428
   0.0000000    0.0000000
   0.0001399   -0.0024211
   0.0006377   -0.0047703
   0.0019174   -0.0075479
   0.0037352   -0.0100518
   0.0093128   -0.0150944
   0.0168407   -0.0196080
   0.0261489   -0.0234424
   0.0371375   -0.0263576
   0.0503367   -0.0279839
   0.0661164   -0.0286814
   0.0842963   -0.0287800
   0.1047666   -0.0282898
   0.1274171   -0.0273205
   0.1521277   -0.0259423
   0.1788186   -0.0241649
   0.2073396   -0.0220585
   0.2375607   -0.0197028
   0.2693219   -0.0171579
   0.3025032   -0.0144837
   0.3368845   -0.0117700
   0.3723058   -0.0090268
   0.4085471   -0.0063441
   0.4454583   -0.0037416
   0.4827795   -0.0013493
   0.5203205    0.0008728
   0.5578415    0.0028550
   0.5951523    0.0045473
   0.6320030    0.0059798
   0.6681835    0.0070826
   0.7034639    0.0078759
   0.7376341    0.0083196
   0.7704841    0.0083340
   0.8017841    0.0082092
   0.8313939    0.0078251
   0.8590636    0.0072019
   0.8846532    0.0063698
   0.9080028    0.0053687
   0.9289722    0.0042887
   0.9473917    0.0031900
   0.9632012    0.0020825
   0.9762508    0.0011663
   0.9865005    0.0005414
   0.9941403    0.0000978
   0.9992302   -0.0001346
   1.0000000   -0.0004750
