HN-832	Planeur>3
   1.0000000    0.0000000
   0.9990100    0.0001700
   0.9960600    0.0007500
   0.9911400    0.0017500
   0.9842900    0.0032300
   0.9755300    0.0051600
   0.9648900    0.0074500
   0.9524100    0.0100500
   0.9381500    0.0128700
   0.9221600    0.0159400
   0.9045100    0.0192400
   0.8852600    0.0227700
   0.8644800    0.0264800
   0.8422700    0.0303400
   0.8187100    0.0342900
   0.7938900    0.0383100
   0.7679100    0.0423400
   0.7408800    0.0463600
   0.7128900    0.0503100
   0.6840600    0.0541500
   0.6545100    0.0578400
   0.6243500    0.0613500
   0.5936900    0.0646200
   0.5626700    0.0676500
   0.5314000    0.0703900
   0.5000000    0.0728000
   0.4686100    0.0748300
   0.4373300    0.0764800
   0.4063100    0.0777000
   0.3756600    0.0784700
   0.3454900    0.0787700
   0.3159400    0.0785800
   0.2871100    0.0779000
   0.2591200    0.0767100
   0.2320900    0.0750100
   0.2061100    0.0728100
   0.1812900    0.0701100
   0.1577300    0.0669100
   0.1355200    0.0632500
   0.1147400    0.0591300
   0.0954900    0.0546000
   0.0778400    0.0496800
   0.0618500    0.0444100
   0.0475900    0.0388500
   0.0351100    0.0330400
   0.0244700    0.0270600
   0.0157100    0.0210300
   0.0088600    0.0151100
   0.0039400    0.0094500
   0.0009900    0.0044200
   0.0000000    0.0000000
   0.0009900   -0.0036200
   0.0039400   -0.0075200
   0.0088600   -0.0112900
   0.0157100   -0.0150200
   0.0244700   -0.0185100
   0.0351100   -0.0217300
   0.0475900   -0.0246800
   0.0618500   -0.0273600
   0.0778400   -0.0297200
   0.0954900   -0.0317200
   0.1147400   -0.0333600
   0.1355200   -0.0346500
   0.1577300   -0.0356000
   0.1812900   -0.0362100
   0.2061100   -0.0365000
   0.2320900   -0.0364800
   0.2591200   -0.0361600
   0.2871100   -0.0355800
   0.3159400   -0.0347500
   0.3454900   -0.0336900
   0.3756600   -0.0324200
   0.4063100   -0.0309700
   0.4373300   -0.0293500
   0.4686100   -0.0276000
   0.5000000   -0.0257100
   0.5314000   -0.0237300
   0.5626700   -0.0216500
   0.5936900   -0.0194900
   0.6243500   -0.0172900
   0.6545100   -0.0150800
   0.6840600   -0.0129200
   0.7128900   -0.0108300
   0.7408800   -0.0088500
   0.7679100   -0.0070000
   0.7938900   -0.0053000
   0.8187100   -0.0037700
   0.8422700   -0.0024400
   0.8644800   -0.0013000
   0.8852600   -0.0003600
   0.9045100    0.0003700
   0.9221600    0.0008800
   0.9381500    0.0012000
   0.9524100    0.0013300
   0.9648900    0.0013000
   0.9755300    0.0011300
   0.9842900    0.0008700
   0.9911400    0.0005700
   0.9960600    0.0002800
   0.9990100    0.0000800
   1.0000000    0.0000000
