FX 84-W-175
   1.0000000    0.0000000
   0.9989300    0.0001600
   0.9957200    0.0006800
   0.9903900    0.0016800
   0.9829600    0.0032100
   0.9734700    0.0053600
   0.9619400    0.0081700
   0.9484400    0.0116900
   0.9330100    0.0159400
   0.9157300    0.0209200
   0.8966800    0.0266100
   0.8759200    0.0329500
   0.8535500    0.0398800
   0.8296700    0.0473100
   0.8043800    0.0551200
   0.7777900    0.0632000
   0.7500000    0.0714000
   0.7211400    0.0795800
   0.6913400    0.0875800
   0.6607200    0.0952600
   0.6294100    0.1024900
   0.5975500    0.1091200
   0.5652600    0.1150500
   0.5327000    0.1201600
   0.5000000    0.1243800
   0.4673000    0.1276200
   0.4347400    0.1298500
   0.4024500    0.1310300
   0.3705900    0.1311400
   0.3392800    0.1301900
   0.3086600    0.1281800
   0.2788600    0.1251600
   0.2500000    0.1211900
   0.2222100    0.1163200
   0.1956200    0.1106700
   0.1703300    0.1043200
   0.1464500    0.0973400
   0.1240800    0.0898000
   0.1033200    0.0817900
   0.0842700    0.0734200
   0.0669900    0.0648300
   0.0515600    0.0561200
   0.0380600    0.0474000
   0.0265300    0.0387600
   0.0170400    0.0302900
   0.0096100    0.0221000
   0.0042800    0.0143100
   0.0010700    0.0069600
   0.0000000    0.0000000
   0.0010700   -0.0065800
   0.0042800   -0.0126900
   0.0096100   -0.0182300
   0.0170400   -0.0231700
   0.0265300   -0.0275400
   0.0380600   -0.0314000
   0.0515600   -0.0347600
   0.0669900   -0.0376300
   0.0842700   -0.0400500
   0.1033200   -0.0420500
   0.1240800   -0.0436700
   0.1464500   -0.0449300
   0.1703300   -0.0458600
   0.1956200   -0.0464900
   0.2222100   -0.0468400
   0.2500000   -0.0469400
   0.2788600   -0.0468000
   0.3086600   -0.0464300
   0.3392800   -0.0458100
   0.3705900   -0.0449500
   0.4024500   -0.0438400
   0.4347400   -0.0424600
   0.4673000   -0.0408200
   0.5000000   -0.0389100
   0.5327000   -0.0367400
   0.5652600   -0.0343100
   0.5975500   -0.0316500
   0.6294100   -0.0287900
   0.6607200   -0.0257800
   0.6913400   -0.0226500
   0.7211400   -0.0194900
   0.7500000   -0.0163400
   0.7777900   -0.0133000
   0.8043800   -0.0104100
   0.8296700   -0.0077600
   0.8535500   -0.0054100
   0.8759200   -0.0033800
   0.8966800   -0.0017200
   0.9157300   -0.0004400
   0.9330100    0.0004700
   0.9484400    0.0010200
   0.9619400    0.0012600
   0.9734700    0.0012400
   0.9829600    0.0010300
   0.9903900    0.0007200
   0.9957200    0.0003700
   0.9989300    0.0001100
   1.0000000    0.0000000
