HN-972	Planeur>3
   1.0000000    0.0000000
   0.9990100    0.0001900
   0.9960600    0.0008000
   0.9911400    0.0018900
   0.9842900    0.0034600
   0.9755300    0.0054800
   0.9648900    0.0078500
   0.9524100    0.0104900
   0.9381500    0.0133300
   0.9221600    0.0163700
   0.9045100    0.0196200
   0.8852600    0.0230500
   0.8644800    0.0266300
   0.8422700    0.0303200
   0.8187100    0.0340800
   0.7938900    0.0378700
   0.7679100    0.0416400
   0.7408800    0.0453800
   0.7128900    0.0490300
   0.6840600    0.0525700
   0.6545100    0.0559600
   0.6243500    0.0591700
   0.5936900    0.0621700
   0.5626700    0.0649200
   0.5314000    0.0674000
   0.5000000    0.0695800
   0.4686100    0.0714100
   0.4373300    0.0728800
   0.4063100    0.0739500
   0.3756600    0.0746100
   0.3454900    0.0748300
   0.3159400    0.0746000
   0.2871100    0.0739100
   0.2591200    0.0727400
   0.2320900    0.0710900
   0.2061100    0.0689600
   0.1812900    0.0663700
   0.1577300    0.0633100
   0.1355200    0.0598000
   0.1147400    0.0558700
   0.0954900    0.0515400
   0.0778400    0.0468500
   0.0618500    0.0418400
   0.0475900    0.0365600
   0.0351100    0.0310500
   0.0244700    0.0253800
   0.0157100    0.0197100
   0.0088600    0.0141600
   0.0039400    0.0087400
   0.0009900    0.0038000
   0.0000000    0.0000000
   0.0009900   -0.0034400
   0.0039400   -0.0069500
   0.0088600   -0.0104900
   0.0157100   -0.0137300
   0.0244700   -0.0167400
   0.0351100   -0.0194700
   0.0475900   -0.0218500
   0.0618500   -0.0239000
   0.0778400   -0.0256100
   0.0954900   -0.0270000
   0.1147400   -0.0281000
   0.1355200   -0.0288900
   0.1577300   -0.0294300
   0.1812900   -0.0297000
   0.2061100   -0.0297300
   0.2320900   -0.0295500
   0.2591200   -0.0291500
   0.2871100   -0.0285700
   0.3159400   -0.0278200
   0.3454900   -0.0269000
   0.3756600   -0.0258400
   0.4063100   -0.0246500
   0.4373300   -0.0233500
   0.4686100   -0.0219300
   0.5000000   -0.0204000
   0.5314000   -0.0187500
   0.5626700   -0.0169800
   0.5936900   -0.0150700
   0.6243500   -0.0130600
   0.6545100   -0.0110300
   0.6840600   -0.0090400
   0.7128900   -0.0071300
   0.7408800   -0.0053400
   0.7679100   -0.0037200
   0.7938900   -0.0022700
   0.8187100   -0.0010100
   0.8422700    0.0000300
   0.8644800    0.0008700
   0.8852600    0.0015000
   0.9045100    0.0019300
   0.9221600    0.0021500
   0.9381500    0.0022000
   0.9524100    0.0020900
   0.9648900    0.0018500
   0.9755300    0.0015100
   0.9842900    0.0011100
   0.9911400    0.0007000
   0.9960600    0.0003400
   0.9990100    0.0000900
   1.0000000    0.0000000
