GOE 646 AIRFOIL
   1.0000000    0.0000000
   0.9485194    0.0189802
   0.8973090    0.0344903
   0.7950480    0.0635106
   0.6930969    0.0885609
   0.5916059    0.1076411
   0.4904649    0.1222612
   0.3898239    0.1304113
   0.2899629    0.1286213
   0.1908419    0.1173812
   0.1417314    0.1060511
   0.0930409    0.0892609
   0.0689607    0.0773808
   0.0450405    0.0635106
   0.0215102    0.0446804
   0.0101401    0.0302903
   0.0000000    0.0000000
   0.0144001   -0.0243802
   0.0276003   -0.0333503
   0.0534605   -0.0443304
   0.0789608   -0.0508405
   0.1043210   -0.0553606
   0.1546715   -0.0599306
   0.2047220   -0.0605306
   0.3041930   -0.0537705
   0.4033140   -0.0425404
   0.5024450   -0.0313103
   0.6015260   -0.0195802
   0.7006870   -0.0088501
   0.8001980   -0.0025800
   0.8999490    0.0007000
   0.9499495    0.0006000
   1.0000000    0.0000000
