HN-319	Planeur>3
   1.0000000    0.0000000
   0.9990100    0.0001900
   0.9960600    0.0007900
   0.9911400    0.0018700
   0.9842900    0.0034400
   0.9755300    0.0054700
   0.9648900    0.0078700
   0.9524100    0.0105600
   0.9381500    0.0134800
   0.9221600    0.0166300
   0.9045100    0.0200300
   0.8852600    0.0236500
   0.8644800    0.0274400
   0.8422700    0.0313800
   0.8187100    0.0354200
   0.7938900    0.0395100
   0.7679100    0.0436100
   0.7408800    0.0477000
   0.7128900    0.0517100
   0.6840600    0.0556000
   0.6545100    0.0593400
   0.6243500    0.0628900
   0.5936900    0.0662000
   0.5626700    0.0692200
   0.5314000    0.0719300
   0.5000000    0.0742900
   0.4686100    0.0762700
   0.4373300    0.0778400
   0.4063100    0.0789800
   0.3756600    0.0796700
   0.3454900    0.0799100
   0.3159400    0.0796400
   0.2871100    0.0788900
   0.2591200    0.0776300
   0.2320900    0.0758700
   0.2061100    0.0736000
   0.1812900    0.0708300
   0.1577300    0.0675700
   0.1355200    0.0638500
   0.1147400    0.0596700
   0.0954900    0.0550700
   0.0778400    0.0500900
   0.0618500    0.0447800
   0.0475900    0.0391800
   0.0351100    0.0333400
   0.0244700    0.0273100
   0.0157100    0.0212500
   0.0088600    0.0152800
   0.0039400    0.0095700
   0.0009700    0.0043200
   0.0000000    0.0000000
   0.0009900   -0.0035400
   0.0037700   -0.0073500
   0.0088600   -0.0112500
   0.0157100   -0.0148700
   0.0244700   -0.0183500
   0.0351100   -0.0216100
   0.0475900   -0.0245400
   0.0618500   -0.0271700
   0.0778400   -0.0294600
   0.0954900   -0.0314100
   0.1147400   -0.0330500
   0.1355200   -0.0343400
   0.1577300   -0.0353100
   0.1812900   -0.0359800
   0.2061100   -0.0363400
   0.2320900   -0.0364200
   0.2591200   -0.0362400
   0.2871100   -0.0358000
   0.3159400   -0.0351200
   0.3454900   -0.0342200
   0.3756600   -0.0331100
   0.4063100   -0.0318100
   0.4373300   -0.0303400
   0.4686100   -0.0287200
   0.5000000   -0.0269500
   0.5314000   -0.0250400
   0.5626700   -0.0229700
   0.5936900   -0.0207600
   0.6243500   -0.0184400
   0.6545100   -0.0160900
   0.6840600   -0.0137700
   0.7128900   -0.0115300
   0.7408800   -0.0094000
   0.7679100   -0.0074300
   0.7938900   -0.0056300
   0.8187100   -0.0040200
   0.8422700   -0.0026200
   0.8644800   -0.0014300
   0.8852600   -0.0004700
   0.9045100    0.0002800
   0.9221600    0.0008000
   0.9381500    0.0011200
   0.9524100    0.0012600
   0.9648900    0.0012400
   0.9755300    0.0010900
   0.9842900    0.0008500
   0.9911400    0.0005600
   0.9960600    0.0002800
   0.9990100    0.0000800
   1.0000000    0.0000000
