HN-980	Planeur>3
   1.0000000    0.0000000
   0.9990130    0.0001360
   0.9960570    0.0005860
   0.9911440    0.0013930
   0.9842920    0.0026060
   0.9755280    0.0042280
   0.9648880    0.0062120
   0.9524140    0.0084860
   0.9381530    0.0109830
   0.9221640    0.0136690
   0.9045080    0.0165380
   0.8852570    0.0195820
   0.8644840    0.0227960
   0.8422740    0.0261660
   0.8187120    0.0296640
   0.7938930    0.0332580
   0.7679130    0.0369270
   0.7408770    0.0406390
   0.7128900    0.0443630
   0.6840620    0.0480670
   0.6545080    0.0517130
   0.6243450    0.0552590
   0.5936910    0.0586580
   0.5626670    0.0618620
   0.5313950    0.0648010
   0.5000000    0.0674050
   0.4686050    0.0696350
   0.4373330    0.0714120
   0.4063090    0.0727230
   0.3756550    0.0735130
   0.3454920    0.0737660
   0.3159380    0.0734570
   0.2871100    0.0726020
   0.2591230    0.0712240
   0.2320870    0.0693640
   0.2061070    0.0670490
   0.1812880    0.0643010
   0.1577260    0.0611260
   0.1355160    0.0575580
   0.1147430    0.0536210
   0.0954920    0.0493430
   0.0778360    0.0447550
   0.0618470    0.0398980
   0.0475860    0.0348180
   0.0351120    0.0295600
   0.0244720    0.0241840
   0.0157080    0.0187900
   0.0088560    0.0134850
   0.0039430    0.0084190
   0.0009870    0.0038490
   0.0000000    0.0000000
   0.0009870   -0.0035610
   0.0039430   -0.0072830
   0.0088560   -0.0110590
   0.0157080   -0.0148160
   0.0244720   -0.0185020
   0.0351120   -0.0220100
   0.0475860   -0.0252880
   0.0618470   -0.0283200
   0.0778360   -0.0310790
   0.0954920   -0.0335570
   0.1147430   -0.0357430
   0.1355160   -0.0376160
   0.1577260   -0.0391860
   0.1812880   -0.0404510
   0.2061070   -0.0413890
   0.2320870   -0.0420240
   0.2591230   -0.0423401
   0.2871100   -0.0423400
   0.3159380   -0.0419850
   0.3454920   -0.0412460
   0.3756550   -0.0401190
   0.4063090   -0.0386370
   0.4373330   -0.0368580
   0.4686050   -0.0348690
   0.5000000   -0.0327070
   0.5313950   -0.0304190
   0.5626670   -0.0280260
   0.5936910   -0.0255580
   0.6243450   -0.0230590
   0.6545080   -0.0205750
   0.6840620   -0.0181530
   0.7128900   -0.0158170
   0.7408770   -0.0135990
   0.7679130   -0.0115210
   0.7938930   -0.0096020
   0.8187120   -0.0078500
   0.8422740   -0.0062800
   0.8644840   -0.0048960
   0.8852570   -0.0036980
   0.9045080   -0.0026820
   0.9221640   -0.0018390
   0.9381530   -0.0011570
   0.9524140   -0.0006280
   0.9648880   -0.0002400
   0.9755280    0.0000120
   0.9842920    0.0001360
   0.9911440    0.0001510
   0.9960570    0.0001000
   0.9990130    0.0000320
   1.0000000    0.0000000
