HN-971	Planeur>3
   1.0000000    0.0000000
   0.9990100    0.0001800
   0.9960600    0.0007900
   0.9911400    0.0018700
   0.9842900    0.0034400
   0.9755300    0.0054500
   0.9648900    0.0078300
   0.9524100    0.0104900
   0.9381500    0.0133400
   0.9221600    0.0164200
   0.9045100    0.0197000
   0.8852600    0.0231900
   0.8644800    0.0268300
   0.8422700    0.0306000
   0.8187100    0.0344400
   0.7938900    0.0383300
   0.7679100    0.0422100
   0.7408800    0.0460600
   0.7128900    0.0498300
   0.6840600    0.0534900
   0.6545100    0.0570100
   0.6243500    0.0603600
   0.5936900    0.0634800
   0.5626700    0.0663500
   0.5314000    0.0689500
   0.5000000    0.0712200
   0.4686100    0.0731500
   0.4373300    0.0747000
   0.4063100    0.0758400
   0.3756600    0.0765600
   0.3454900    0.0768400
   0.3159400    0.0766500
   0.2871100    0.0759900
   0.2591200    0.0748400
   0.2320900    0.0732000
   0.2061100    0.0710600
   0.1812900    0.0684400
   0.1577300    0.0653400
   0.1355200    0.0617800
   0.1147400    0.0577700
   0.0954900    0.0533400
   0.0778400    0.0485400
   0.0618500    0.0434000
   0.0475900    0.0379700
   0.0351100    0.0323000
   0.0244700    0.0264400
   0.0157100    0.0205700
   0.0088600    0.0148100
   0.0039400    0.0091600
   0.0009900    0.0040100
   0.0000000    0.0000000
   0.0009900   -0.0036600
   0.0039400   -0.0074400
   0.0088600   -0.0112800
   0.0157100   -0.0148300
   0.0244700   -0.0181500
   0.0351100   -0.0211900
   0.0475900   -0.0238500
   0.0618500   -0.0261800
   0.0778400   -0.0281600
   0.0954900   -0.0297900
   0.1147400   -0.0311200
   0.1355200   -0.0321100
   0.1577300   -0.0328300
   0.1812900   -0.0332600
   0.2061100   -0.0334100
   0.2320900   -0.0333300
   0.2591200   -0.0330100
   0.2871100   -0.0324900
   0.3159400   -0.0317600
   0.3454900   -0.0308400
   0.3756600   -0.0297700
   0.4063100   -0.0285300
   0.4373300   -0.0271600
   0.4686100   -0.0256600
   0.5000000   -0.0240200
   0.5314000   -0.0222600
   0.5626700   -0.0203400
   0.5936900   -0.0182800
   0.6243500   -0.0161000
   0.6545100   -0.0138900
   0.6840600   -0.0117200
   0.7128900   -0.0096200
   0.7408800   -0.0076400
   0.7679100   -0.0058100
   0.7938900   -0.0041600
   0.8187100   -0.0027100
   0.8422700   -0.0014700
   0.8644800   -0.0004400
   0.8852600    0.0003800
   0.9045100    0.0009700
   0.9221600    0.0013600
   0.9381500    0.0015600
   0.9524100    0.0015900
   0.9648900    0.0014800
   0.9755300    0.0012500
   0.9842900    0.0009400
   0.9911400    0.0006100
   0.9960600    0.0003000
   0.9990100    0.0000800
   1.0000000    0.0000000
