EPPLER 543 AIRFOIL
   1.0000000    0.0000000
   0.9962001    0.0009807
   0.9857405    0.0039226
   0.9697412    0.0081855
   0.9481419    0.0131695
   0.9210627    0.0191144
   0.8891036    0.0261202
   0.8529047    0.0340868
   0.8131458    0.0428441
   0.7704972    0.0521218
   0.7256083    0.0616200
   0.6790696    0.0709785
   0.6314807    0.0798471
   0.5833416    0.0878559
   0.5351524    0.0946646
   0.4873628    0.0998533
   0.4401429    0.1030418
   0.3935427    0.1041502
   0.3477321    0.1033784
   0.3030912    0.1009665
   0.2601301    0.0970941
   0.2192687    0.0918615
   0.1809472    0.0853883
   0.1455355    0.0778046
   0.1133736    0.0692603
   0.0847716    0.0599153
   0.0599996    0.0499397
   0.0392575    0.0395733
   0.0227355    0.0290662
   0.0105735    0.0187383
   0.0029317    0.0090396
   0.0016112    0.0064698
   0.0006207    0.0038799
   0.0002104    0.0022500
   0.0000101    0.0007200
   0.0000000    0.0000000
   0.0000399   -0.0006800
   0.0001698   -0.0013200
   0.0004097   -0.0019401
   0.0007395   -0.0025702
   0.0011594   -0.0032102
   0.0022092   -0.0045004
   0.0035190   -0.0058207
   0.0059486   -0.0078511
   0.0137878   -0.0128126
   0.0293567   -0.0197955
   0.0500657   -0.0266293
   0.0756348   -0.0332039
   0.1057740   -0.0394194
   0.1401233   -0.0452557
   0.1782227   -0.0506826
   0.2195722   -0.0556101
   0.2636518   -0.0599581
   0.3099017   -0.0635964
   0.3577816   -0.0664451
   0.4067118   -0.0683739
   0.4561221   -0.0692628
   0.5054226   -0.0689717
   0.5540434   -0.0673304
   0.6013545   -0.0639089
   0.6473860   -0.0580371
   0.6927081   -0.0496852
   0.7379002   -0.0396232
   0.7828326   -0.0292812
   0.8264548   -0.0198890
   0.8675865   -0.0120663
   0.9049879   -0.0061830
   0.9374690   -0.0022988
   0.9639896   -0.0002035
   0.9837100    0.0004629
   0.9958799    0.0002407
   1.0000000    0.0000000
