tracfoil
   1.0000000    0.0000000
   0.9499746    0.0118193
   0.8999510    0.0231489
   0.7999119    0.0437988
   0.6998863    0.0609503
   0.5998706    0.0756028
   0.4998666    0.0872567
   0.3998841    0.0934129
   0.2999231    0.0940715
   0.1999973    0.0857339
   0.1500501    0.0775619
   0.1001204    0.0649018
   0.0751653    0.0560678
   0.0502196    0.0448449
   0.0252826    0.0314129
   0.0128226    0.0224978
   0.0096184    0.0193116
   0.0066365    0.0157804
   0.0040304    0.0119938
   0.0019537    0.0080413
   0.0005591    0.0040135
   0.0000000    0.0000000
   0.0004311   -0.0039097
   0.0014757   -0.0067354
   0.0030716   -0.0094151
   0.0051195   -0.0119150
   0.0075194   -0.0141997
   0.0101733   -0.0162344
   0.0129810   -0.0179847
   0.0254937   -0.0225639
   0.0504976   -0.0262345
   0.0754938   -0.0278960
   0.1004859   -0.0285579
   0.1504625   -0.0278826
   0.2004352   -0.0262178
   0.3003767   -0.0218785
   0.4003201   -0.0180390
   0.5002635   -0.0141996
   0.6002069   -0.0103601
   0.7001522   -0.0070204
   0.8000995   -0.0041805
   0.9000507   -0.0023401
   0.9500253   -0.0011651
   1.0000000    0.0000000
